0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
38,1,3,3,9,1,4,2,3,5,2,3,2,3,4,2,3,5,1,1,2,2,3,1,2,2,3,4,1,3,6,5,1,3,7,2,3,4,2,1,,4,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,1,3,,3,0,3,0,6,9,0,0,0,3,6,5,2,2,2,0,0,5,0,2,2,5,0,2,0,0,9,6,0,3,9,0,0,4,5,0,0,4,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,,5,3,10,1,1,5,3,9,0,0,0,1,8,0,6,,1,0,6,3,0,0,3,1,6,0,0,0,9,6,3,0,9,0,1,6,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,4,3,10,0,5,2,2,5,0,4,3,0,6,0,0,9,0,0,,0,3,3,0,0,4,4,2,4,5,9,,0,9,0,2,6,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,3,4,8,2,2,1,5,8,0,1,0,5,4,1,3,5,2,0,1,3,2,3,1,2,3,3,1,4,5,7,2,0,1,8,1,4,4,1,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2,2,5,0,3,1,6,4,1,5,3,0,6,0,0,9,0,0,0,0,4,5,0,,0,4,5,9,0,5,1,3,8,1,5,4,0,0,0,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,2,2,2,2,3,3,8,0,1,1,4,5,1,7,1,3,0,1,4,1,2,1,5,2,2,0,2,7,8,1,0,3,,1,3,5,1,0,4,7,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
38,1,3,3,9,0,4,0,5,9,0,0,0,4,5,0,3,6,0,0,0,0,5,5,0,0,2,5,2,538,0,3,2,4,9,0,6,3,0,,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,5,0,4,4,0,5,488,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,,3,2,3,1,4,1,4,7,2,0,1,3,5,1,3,5,2,0,0,5,0,2,2,2,285,5,0,2,7,8,1,0,7,2,0,3,4,2,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,3,9,0,9,0,0,9,0,0,0,3,6,0,3,6,4,0,0,0,3,3,,3,0,6,0,0,9,6,2,2,6,3,3,4,2,0,0,3,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
36,1,3,4,8,0,6,0,3,7,0,2,0,3,6,0,3,6,2,1,2,1,3,3,1,0,4,5,,1,8,392,2,0,7,2,4,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,2,8,1,5,1,4,6,1,3,2,1,6,3,3,4,2,0,0,5,1,2,2,2,3,,0,1,8,7,2,0,7,2,1,4,4,1,,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,1,4,2,3,2,5,2,0,,0,0,0,0,9,0,5,4,0,0,0,5,2,2,0,2,5,3,0,4,5,7,1,2,6,,0,9,269,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,3,8,0,4,0,5,9,0,0,0,,4,3,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,3,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,3,9,0,5,1,4,5,2,3,2,831,6,0,2,7,2,0,0,1,3,5,1,1,1,6,2,8,1,6,1,3,9,0,2,6,1,0,0,3,5,0,0,0,0,0,0,0,,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1,3,283,10,0,7,0,2,6,0,3,3,1,6,0,6,3,3,0,4,2,0,1,3,2,5,1,0,0,9,3,3,3,2,7,1,5,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,1,1,2,6,5,1,4,3,2,4,,2,7,0,0,0,2,4,4,0,1,1,5,3,8,1,4,1,5,8,1,5,4,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,,5,4,0,0,0,6,3,,4,5,3,3,9,0,4,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2,5,2,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,407,0,0,4,0,5,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1,3,4,1,0,6,1,3,7,0,2,2,3,5,1,4,4,3,1,1,2,2,1,2,2,4,3,0,2,7,6,2,2,5,4,5,2,2,2,1,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,964,0
39,1,2,2,9,0,3,2,5,5,3,2,1,6,2,1,4,4,1,1,1,6,1,2,1,2,2,5,0,8,1,5,1,4,8,1,6,3,1,1,0,2,5,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,1,3,3,8,1,6,,2,6,1,2,2,3,4,1,3,5,2,1,1,4,2,2,1,2,3,4,1,2,7,5,2,3,5,4,2,4,3,1,1,4,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,2,4,7,,3,1,5,5,1,4,3,4,3,0,2,8,0,0,,1,4,4,0,1,1,5,3,8,1,5,0,4,7,2,6,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,747,0,0,0
41,1,3,3,10,0,7,0,3,8,1,1,1,3,5,1,4,5,1,881,3,2,3,1,2,1,3,4,0,2,7,5,4,0,6,3,3,4,4,0,0,4,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0
9,1,2,2,3,0,4,2,4,4,2,5,5,2,3,2,5,3,2,0,0,5,0,3,2,2,4,2,0,5,4,5,2,4,5,4,0,3,2,5,0,7,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,7,0,2,8,0,1,0,3,6,0,3,6,1,2,1,3,3,,2,0,1,7,0,4,5,7,2,0,7,2,4,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,,3,3,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,572,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,1,210,3,7,1,4,1,5,6,2,2,3,2,5,1,2,7,1,0,0,2,4,3,913,1,1,4,4,7,2,6,1,2,8,1,4,,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,4,2,7,0,9,0,0,5,0,4,0,0,9,0,0,9,0,0,,0,3,5,0,4,0,5,0,9,0,3,2,4,7,2,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,4,3,8,1,4,,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,498,2,0,4,5,0,0,4,6,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0
34,1,3,3,8,0,4,0,5,9,0,0,0,5,4,,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,3,8,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,3,9,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,2,3,3,0,7,1,2,7,1,2,3,3,3,2,3,5,3,0,3,3,2,0,2,2,4,3,0,1,8,5,2,3,3,6,3,4,4,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,4,0,,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
33,,2,3,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2,5,,0,8,0,1,7,2,0,0,6,3,1,1,8,4,2,0,,2,2,1,1,1,6,1,1,8,6,2,2,4,5,4,4,1,1,0,3,6,2,0,0,6,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,689,0,0,0,0,0,1,0,0,0,0,0,0
26,1,1,6,6,0,5,1,4,1,1,8,7,2,0,0,0,9,0,0,1,1,5,3,0,0,1,3,6,9,0,1,0,8,6,3,8,1,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,4,3,3,0,6,1,3,9,0,0,0,1,8,0,4,5,0,0,0,3,4,3,0,0,5,4,0,4,5,7,2,0,9,0,0,9,0,0,0,3,4,2,0,0,0,0,0,,0,,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,2,3,,1,0,5,6,3,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,458,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,,2,,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0
22,1,2,2,5,0,8,1,1,2,2,6,4,4,2,1,4,4,2,0,0,3,1,4,2,2,3,4,0,9,0,7,1,2,6,3,5,3,1,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,3,2,3,4,3,1,3,5,2,2,2,3,4,1,6,2,1,0,2,4,2,2,1,3,4,2,0,5,4,480,1,1,5,4,2,1,6,1,0,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,3,8,1,5,2,3,5,1,3,0,2,7,0,2,7,0,0,0,5,0,4,0,0,4,3,3,9,0,6,1,3,7,2,3,3,4,0,0,4,3,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22,2,3,3,5,0,5,0,4,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,2,0,0,7,0,4,5,6,1,2,7,2,0,6,3,0,0,4,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,2,4,7,0,6,0,3,4,0,5,3,4,3,0,4,5,2,0,0,2,4,3,1,0,2,4,3,9,0,5,0,4,5,4,6,2,,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,0
30,1,2,4,7,2,6,2,2,2,0,7,4,3,2,0,4,6,1,0,1,1,1,7,0,1,1,7,1,1,8,5,0,4,9,0,4,3,3,0,0,3,2,2,0,0,6,0,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0
9,1,3,3,3,1,4,2,3,5,2,3,2,5,4,2,5,3,2,1,1,4,3,2,2,2,3,2,1,1,8,6,2,2,6,3,1,,4,1,0,4,4,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
40,1,3,2,10,0,6,0,3,6,3,0,0,5,4,1,7,2,3,0,3,3,0,1,4,2,2,2,0,0,9,4,5,0,3,6,0,4,4,2,0,5,3,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,792,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,469,3,2,2,2,5,0,,9,0,0,3,3,4,7,,0,9,0,0,0,0,0,0,6,3,0,0,0,9,7,2,0,2,7,,6,0,,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,500,0,0
33,1,3,3,8,2,7,0,0,9,0,0,,2,4,0,3,6,1,0,2,3,2,3,1,2,2,5,1,4,5,7,2,0,9,0,4,344,1,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,4,1,0,9,0,0,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,3,5,3,1,1,5,3,2,5,5,4,2,0,8,1,1,0,0,5,2,2,1,2,6,2,0,2,7,5,2,2,8,1,4,5,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,870,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,,3,3,8,1,4,,4,6,0,3,2,2,5,1,4,5,2,1,1,3,3,2,2,2,2,4,1,3,6,6,1,2,6,204,3,2,3,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,3,4,7,1,5,1,3,8,1,1,2,5,3,2,3,5,1,1,1,5,3,1,1,1,3,5,1,4,5,7,0,2,5,4,2,3,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,1,3,5,7,0,2,1,1,8,0,1,8,1,1,0,1,6,3,1,1,0,5,3,9,0,5,2,3,7,2,1,6,3,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,2,5,6,1,7,1,1,6,1,3,3,5,1,2,4,4,2,2,3,2,1,1,2,1,4,3,1,3,6,5,0,4,5,4,1,4,211,2,0,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,3,3,8,0,6,1,3,8,1,1,1,3,6,0,3,6,0,0,2,3,4,1,0,2,4,4,1,2,7,7,1,2,6,3,2,2,6,0,0,4,4,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,3,9,0,5,1,4,5,2,3,2,2,6,0,2,7,2,0,0,1,3,5,1,1,1,6,2,8,1,6,1,3,9,0,2,6,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0
33,1,3,4,8,393,5,0,4,9,0,0,0,4,5,0,3,6,0,0,0,3,6,0,0,2,0,7,0,4,5,9,0,0,9,0,5,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,4,5,1,5,1,3,6,0,3,4,3,3,1,3,5,2,1,0,3,3,2,1,1,2,5,2,5,4,6,0,3,6,3,3,3,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,1,2,3,9,0,3,2,5,325,1,3,3,3,4,2,3,5,3,1,0,1,3,3,2,1,2,4,2,4,5,5,1,4,7,2,5,2,3,1,0,3,4,0,0,0,0,0,0,0,0,0,,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2,5,2,1,8,0,1,6,1,3,3,5,2,2,4,4,6,0,0,3,1,1,4,1,4,1,0,4,5,7,2,1,6,3,3,3,4,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,992,0,0,0,0,0
38,1,3,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,0,0,0,6,3,5,4,5,3,3,9,0,4,5,0,,0,2,3,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,1,2,4,6,1,7,1,2,7,1,2,2,6,1,3,5,2,3,3,1,2,2,1,3,1,2,3,2,2,7,7,0,2,5,4,2,4,3,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
8,2,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4,2,730,3,3,3,2,7,0,2,0,,9,3,6,0,3,0,0,3,0,3,2,0,5,2,0,915,9,6,3,0,3,6,3,4,0,3,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,3,3,7,0,2,3,4,6,0,3,2,0,7,0,3,6,0,0,0,3,3,4,0,2,0,7,0,9,0,217,0,2,9,,2,5,3,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,2,9,0,4,2,4,7,1,2,3,4,3,1,1,8,1,0,0,3,6,0,1,1,1,8,0,3,6,7,1,1,8,1,0,7,2,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
250,1,2,2,5,0,4,0,5,3,2,4,4,3,2,1,6,2,0,0,0,4,2,3,0,2,3,5,0,7,2,7,0,2,9,0,3,4,2,1,0,4,96,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,2,4,1,0,4,0,5,7,0,2,2,5,2,4,5,0,9,0,0,0,0,0,9,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,6,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,3,8,0,4,0,5,7,0,2,2,,6,0,2,7,0,0,0,3,6,0,0,1,1,6,2,4,5,5,2,3,8,1,3,4,2,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,2,4,2,2,0,6,0,3,9,0,0,0,1,8,4,5,1,5,1,0,2,2,1,5,2,2,2,1,0,9,8,1,0,3,6,0,3,5,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0
3,1,2,3,1,0,790,1,3,5,0,4,3,3,4,1,3,5,1,0,1,6,1,3,1,618,2,3,3,2,7,,0,2,7,2,0,5,4,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2,3,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,1,3,3,3,1,2,7,5,1,,7,2,5,3,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33,1,3,3,8,,4,0,5,9,0,0,0,,6,1,2,7,1,0,0,3,4,2,1,1,1,6,1,5,4,6,1,2,7,2,2,4,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1,3,8,1,6,968,2,1,0,8,8,1,1,0,4,5,1,0,2,2,4,1,0,4,1,5,1,2,7,3,0,6,9,0,8,1,1,0,0,2,3,2,0,0,5,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,0,4,1,4,223,1,3,3,1,6,,2,4,3,0,0,5,2,1,3,3,91,4,0,1,8,7,0,2,8,1,1,6,3,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,973,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,2,3,6,0,9,0,0,9,0,0,4,2,4,2,3,4,6,0,0,3,0,0,1,2,4,3,0,2,7,7,0,2,3,6,1,4,2,2,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,1,1,7,0,2,8,1,0,0,5,4,4,1,5,4,0,2,2,2,0,3,954,3,3,0,0,9,6,3,0,3,6,3,3,3,2,0,5,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
